AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
adyar,adjland,1,commercial,allpub,gravel,C,36,734,131,1.0,1.0,2,10217940
kk nagar,normalsale,0,commercial,allpub,gravel,RH,6,2428,48,4.0,2.0,6,18657920
velachery,abnormal,1,other,allpub,noaccess,RL,48,1533,62,2.0,1.0,4,9577910
chrompet,normalsale,1,other,elo,gravel,RH,35,729,116,1.0,1.0,2,7918980
velachery,partial,1,commercial,nosewr,paved,A,41,1729,144,2.0,1.0,4,12803570
karapakkam,family,0,house,elo,paved,RH,27,1149,21,1.0,1.0,3,6142750
adyar,abnormal,1,other,elo,paved,A,24,1275,120,2.0,2.0,4,8858160
kk nagar,adjland,0,house,nosewr,gravel,RM,22,2260,101,4.0,2.0,6,12528440
karapakkam,adjland,0,other,elo,paved,RL,16,979,176,1.0,1.0,3,7274625
chrompet,adjland,1,other,nosewr,paved,RH,25,856,83,1.0,1.0,3,8540670
adyar,abnormal,0,other,elo,paved,A,25,706,23,1.0,1.0,2,5054675
chrompet,abnormal,0,house,nosewr,paved,RL,26,762,154,1.0,1.0,2,7037100
t nagar,normalsale,0,other,allpub,paved,RM,42,1664,108,1.0,1.0,4,13251910
chrompet,normalsale,0,other,nosewr,noaccess,RL,8,1034,53,1.0,1.0,3,8469580
kk nagar,abnormal,1,other,allpub,gravel,RL,5,1503,114,2.0,1.0,4,11327760
adyar,normalsale,0,other,elo,paved,RL,38,674,92,1.0,1.0,2,7212670
karapakkam,partial,1,other,nosewr,gravel,I,11,1023,154,1.0,1.0,3,7310375
kk nagar,family,1,commercial,nosewr,paved,RH,7,1428,17,2.0,1.0,4,12964940
kk nagar,abnormal,0,other,allpub,paved,RH,29,2075,6,3.0,2.0,5,10696080
kk nagar,normalsale,0,house,nosewr,paved,RL,29,2271,172,4.0,2.0,6,10846380
adyar,normalsale,1,other,allpub,gravel,RL,37,1001,58,1.0,1.0,3,10533755
kk nagar,partial,1,house,nosewr,gravel,RM,11,1503,121,2.0,1.0,4,10790620
chrompet,abnormal,1,other,elo,paved,RL,9,1294,80,2.0,1.0,4,11157530
karapakkam,family,0,other,nosewr,noaccess,RM,32,1199,70,1.0,1.0,3,7329125
chrompet,adjland,0,house,elo,noaccess,RM,5,862,83,1.0,1.0,3,7990550
chrompet,partial,1,house,allpub,paved,RM,24,1122,164,1.0,1.0,3,10011600
kk nagar,adjland,1,other,nosewr,paved,RM,24,2242,181,4.0,2.0,6,13892720
chrompet,normalsale,1,commercial,allpub,paved,RL,8,984,92,1.0,1.0,3,13197400
chrompet,partial,1,other,nosewr,gravel,RL,34,1095,79,1.0,1.0,3,10209650
velachery,abnormal,1,commercial,nosewr,gravel,RM,11,1786,37,2.0,1.0,4,17240870
velachery,abnormal,1,house,nosewr,noaccess,C,35,1908,73,3.0,2.0,5,8466820
kk nagar,normalsale,1,commercial,nosewr,gravel,RH,7,2047,26,3.0,2.0,5,17152340
velachery,abnormal,0,house,allpub,gravel,I,44,1964,187,3.0,2.0,5,9329030
kk nagar,adjland,0,commercial,nosewr,gravel,RL,22,2145,70,3.0,2.0,5,17357440
t nagar,abnormal,1,house,elo,noaccess,RL,34,1505,83,1.0,1.0,4,11086380
chrompet,family,1,commercial,allpub,paved,RL,36,1184,63,1.0,1.0,3,14032000
karapakkam,abnormal,0,other,allpub,paved,I,12,715,146,1.0,1.0,2,5219625
chrompet,partial,1,commercial,elo,gravel,RH,40,997,114,1.0,1.0,3,12056200
velachery,abnormal,0,house,nosewr,gravel,RL,44,1645,186,2.0,1.0,4,9287430
velachery,adjland,0,house,nosewr,paved,RM,16,1767,181,2.0,1.0,4,10512770
chrompet,adjland,1,commercial,allpub,noaccess,RL,35,1112,86,1.0,1.0,3,13363650
chrompet,normalsale,1,other,elo,noaccess,RL,14,1027,4,1.0,1.0,3,9265490
velachery,partial,1,commercial,allpub,gravel,A,18,1540,36,2.0,1.0,4,12647660
anna nagar,normalsale,1,house,nosewr,gravel,RH,17,1988,49,2.0,1.0,5,13921240
karapakkam,abnormal,0,house,nosewr,gravel,C,39,1685,58,2.0,2.0,4,6922750
t nagar,normalsale,0,house,elo,paved,RL,19,1550,39,1.0,1.0,4,11109230
velachery,family,0,house,nosewr,paved,RM,14,1616,188,2.0,1.0,4,9794230
chrompet,abnormal,0,commercial,nosewr,gravel,RM,7,1189,156,1.0,1.0,3,14645650
velachery,normalsale,0,other,nosewr,paved,RM,21,1809,174,3.0,2.0,5,11269470
adyar,partial,1,house,allpub,noaccess,RM,34,1128,123,1.0,1.0,3,9662810
velachery,adjland,1,commercial,allpub,paved,C,48,1559,107,2.0,1.0,4,12999460
anna nagar,normalsale,0,house,allpub,noaccess,RM,39,1515,103,1.0,1.0,4,10864880
kk nagar,family,0,house,nosewr,gravel,RM,28,2495,191,4.0,2.0,6,12496560
karapakkam,normalsale,0,commercial,nosewr,noaccess,RH,48,633,10,1.0,1.0,2,5648000
anna nagar,adjland,0,house,allpub,noaccess,RL,34,1814,86,2.0,1.0,5,12012530
velachery,normalsale,0,other,nosewr,paved,I,22,1668,167,2.0,1.0,4,9034940
karapakkam,adjland,0,house,nosewr,gravel,RH,33,831,63,1.0,1.0,2,6083250
kk nagar,normalsale,1,other,nosewr,gravel,RM,11,2232,172,4.0,2.0,6,14074260
karapakkam,partial,0,house,nosewr,gravel,C,21,1108,184,1.0,1.0,3,5340750
anna nagar,adjland,1,house,allpub,noaccess,RH,12,1930,161,2.0,1.0,5,13346190
karapakkam,adjland,1,other,allpub,paved,I,33,1356,85,2.0,2.0,4,8177250
anna nagar,normalsale,0,house,elo,noaccess,RM,15,1606,160,1.0,1.0,4,11455900
karapakkam,partial,0,commercial,nosewr,gravel,RM,17,825,50,1.0,1.0,2,9305750
chrompet,family,0,other,allpub,noaccess,RM,29,759,50,1.0,1.0,2,7372180
t nagar,family,1,commercial,elo,paved,RM,6,1872,194,2.0,1.0,5,22201820
kk nagar,abnormal,0,commercial,nosewr,paved,RM,19,1563,122,2.0,1.0,4,13840180
karapakkam,adjland,0,house,nosewr,gravel,A,46,813,99,1.0,1.0,2,4198000
karapakkam,partial,1,commercial,allpub,paved,RM,38,752,158,1.0,1.0,2,9044500
chrompet,partial,0,other,nosewr,gravel,RL,5,997,40,1.0,1.0,3,9243640
adyar,adjland,0,house,elo,gravel,RH,40,790,102,1.0,1.0,2,7329900
t nagar,partial,1,commercial,elo,paved,RM,36,1920,175,2.0,1.0,5,21844070
chrompet,abnormal,1,house,elo,paved,RH,37,1016,52,1.0,1.0,3,8078550
adyar,adjland,1,other,elo,gravel,RL,37,968,49,1.0,1.0,3,10521855
adyar,adjland,1,house,nosewr,noaccess,I,40,895,197,1.0,1.0,3,7371800
kk nagar,adjland,0,other,allpub,paved,RL,17,1921,28,3.0,2.0,5,11354960
anna nagar,abnormal,0,house,nosewr,paved,RM,21,1638,6,1.0,1.0,4,12161870
velachery,abnormal,1,other,nosewr,paved,RL,8,1514,93,2.0,1.0,4,10694910
chrompet,adjland,1,commercial,nosewr,paved,RL,40,1092,80,1.0,1.0,3,13608400
velachery,family,1,other,elo,gravel,C,40,1626,37,2.0,1.0,4,9092600
kk nagar,family,0,other,allpub,gravel,RH,29,1307,39,1.0,1.0,3,8358120
kk nagar,adjland,1,commercial,allpub,paved,RH,30,1607,186,2.0,1.0,4,14209800
chrompet,normalsale,0,other,nosewr,gravel,RL,5,1166,31,1.0,1.0,3,10093170
karapakkam,family,0,other,allpub,paved,RM,39,1216,63,1.0,1.0,3,8030250
chrompet,normalsale,0,other,elo,paved,RM,28,918,99,1.0,1.0,3,8745660
kk nagar,normalsale,1,house,allpub,paved,RH,10,1994,111,3.0,2.0,5,11038400
adyar,family,0,other,allpub,noaccess,A,8,692,190,1.0,1.0,2,4678720
anna nagar,normalsale,1,commercial,elo,gravel,RH,5,1896,134,2.0,1.0,5,21750600
karapakkam,adjland,1,other,allpub,paved,I,18,1262,89,1.0,1.0,3,8210750
kk nagar,adjland,1,house,allpub,paved,RL,6,2289,120,4.0,2.0,6,12943320
velachery,partial,0,other,allpub,gravel,RL,22,1694,68,2.0,1.0,4,10506840
karapakkam,adjland,0,commercial,allpub,gravel,C,8,877,197,1.0,1.0,2,7903000
karapakkam,abnormal,1,other,nosewr,noaccess,A,10,1430,17,2.0,2.0,4,6635750
adyar,partial,0,commercial,nosewr,gravel,RH,17,831,79,1.0,1.0,3,10889655
adyar,family,0,other,elo,gravel,RH,31,786,197,1.0,1.0,2,7414265
karapakkam,abnormal,0,other,allpub,noaccess,RH,46,733,14,1.0,1.0,2,4667875
karapakkam,adjland,0,commercial,nosewr,paved,RM,45,1685,135,2.0,2.0,4,13144750
karapakkam,normalsale,0,other,allpub,noaccess,RL,24,1110,157,1.0,1.0,3,6847250
karapakkam,family,0,house,nosewr,paved,RH,29,1311,48,1.0,1.0,3,6532250
anna nagar,abnormal,1,commercial,nosewr,paved,RL,25,1786,164,1.0,1.0,4,20709050
anna nagar,adjland,0,house,nosewr,paved,RL,14,1796,72,1.0,1.0,4,12754380
karapakkam,normalsale,0,other,elo,noaccess,RH,11,1115,65,1.0,1.0,3,6224875
adyar,partial,1,commercial,nosewr,noaccess,I,31,676,67,1.0,1.0,2,8400465
velachery,adjland,0,other,allpub,noaccess,I,15,1627,192,2.0,1.0,4,8748900
karapakkam,adjland,1,commercial,allpub,noaccess,I,45,1105,137,1.0,1.0,3,8936750
kk nagar,adjland,0,house,nosewr,gravel,RH,7,1897,157,3.0,2.0,5,10369740
kk nagar,family,1,commercial,nosewr,paved,RM,25,2041,125,3.0,2.0,5,17224100
kk nagar,adjland,1,other,nosewr,paved,RH,16,2031,74,3.0,2.0,5,11878140
velachery,partial,0,commercial,allpub,gravel,RM,53,1694,32,2.0,1.0,4,14868160
karapakkam,normalsale,0,other,elo,noaccess,RM,19,871,187,1.0,1.0,2,6491375
anna nagar,normalsale,0,house,elo,noaccess,RH,21,1505,79,1.0,1.0,4,9630420
chrompet,partial,1,house,nosewr,noaccess,RH,20,1118,176,1.0,1.0,3,8154400
adyar,family,1,other,elo,gravel,A,15,1000,189,1.0,1.0,3,8080925
adyar,partial,0,commercial,elo,gravel,RM,33,873,67,1.0,1.0,3,12099995
anna nagar,partial,0,commercial,nosewr,noaccess,RM,19,1930,158,2.0,1.0,5,20695180
anna nagar,partial,1,other,allpub,paved,RM,22,1849,6,2.0,1.0,5,15132260
t nagar,abnormal,0,commercial,nosewr,gravel,RM,43,1975,150,2.0,1.0,5,22199910
kk nagar,family,0,house,nosewr,paved,RH,27,1917,165,3.0,2.0,5,8958140
velachery,normalsale,0,other,nosewr,paved,RH,11,1922,168,3.0,2.0,5,10739020
velachery,family,1,other,elo,paved,RL,48,1863,21,3.0,2.0,5,11077460
karapakkam,adjland,0,house,nosewr,noaccess,RM,26,1662,100,2.0,2.0,4,8532500
t nagar,adjland,1,other,allpub,paved,RH,15,1717,49,1.0,1.0,4,14086360
kk nagar,family,1,house,nosewr,paved,RH,17,1418,73,2.0,1.0,4,8878740
karapakkam,abnormal,0,commercial,elo,paved,C,38,1199,91,1.0,1.0,3,7839500
velachery,family,0,other,nosewr,noaccess,I,43,1955,101,3.0,2.0,5,8862060
chrompet,family,0,other,nosewr,noaccess,RH,29,845,9,1.0,1.0,3,6519000
velachery,adjland,0,house,allpub,paved,I,14,1844,118,3.0,2.0,5,9573230
adyar,abnormal,1,other,nosewr,noaccess,A,33,834,167,1.0,1.0,3,6114295
adyar,family,1,house,nosewr,paved,I,33,1033,18,1.0,1.0,3,8023795
karapakkam,family,0,other,nosewr,noaccess,I,13,798,21,1.0,1.0,2,4517000
karapakkam,partial,0,house,nosewr,gravel,A,30,850,99,1.0,1.0,2,3874500
anna nagar,partial,0,commercial,nosewr,noaccess,RM,42,1714,55,1.0,1.0,4,18390160
karapakkam,abnormal,0,other,nosewr,paved,RH,36,980,148,1.0,1.0,3,6184500
velachery,normalsale,1,commercial,nosewr,gravel,C,27,1903,2,3.0,2.0,5,15326290
karapakkam,adjland,1,other,elo,noaccess,RM,47,964,133,1.0,1.0,3,7637750
anna nagar,partial,1,other,elo,paved,RH,9,1514,181,1.0,1.0,4,11978250
adyar,family,1,other,elo,noaccess,C,27,1094,1,1.0,1.0,3,7716505
chrompet,family,1,commercial,nosewr,gravel,RL,6,860,103,1.0,1.0,3,12370100
karapakkam,adjland,1,other,nosewr,gravel,I,42,993,1,1.0,1.0,3,7356375
kk nagar,family,1,other,nosewr,paved,RH,19,1601,133,2.0,1.0,4,10009600
velachery,partial,1,other,nosewr,noaccess,RM,28,1661,83,2.0,1.0,4,10555860
t nagar,partial,0,other,nosewr,noaccess,RM,44,1673,32,1.0,1.0,4,12156320
velachery,family,1,commercial,elo,paved,A,6,1523,56,2.0,1.0,4,12202770
adyar,adjland,1,commercial,nosewr,gravel,A,27,662,138,1.0,1.0,2,8848105
karapakkam,family,1,commercial,allpub,noaccess,I,26,1655,15,2.0,2.0,4,11697500
chrompet,normalsale,0,other,nosewr,paved,RL,20,775,127,1.0,1.0,2,7726750
kk nagar,normalsale,1,house,allpub,paved,RL,7,1373,61,2.0,1.0,4,9775540
anna nagar,normalsale,1,house,elo,gravel,RL,36,1602,51,1.0,1.0,4,12359320
kk nagar,family,0,commercial,allpub,paved,RM,28,1629,113,2.0,1.0,4,14192960
chrompet,normalsale,0,other,allpub,noaccess,RH,4,1092,89,1.0,1.0,3,8213040
adyar,partial,1,house,elo,noaccess,RH,27,1067,55,1.0,1.0,3,7960405
karapakkam,partial,1,other,elo,gravel,RM,25,1161,19,1.0,1.0,3,9238625
kk nagar,family,1,commercial,nosewr,paved,RM,19,1422,113,2.0,1.0,4,13940580
velachery,adjland,1,house,nosewr,paved,RL,11,1658,48,2.0,1.0,4,10730970
t nagar,family,0,other,elo,paved,RM,38,1707,36,1.0,1.0,4,13057270
velachery,normalsale,1,other,allpub,gravel,RH,40,1673,125,2.0,1.0,4,10847450
velachery,abnormal,1,house,elo,noaccess,RH,8,1941,85,3.0,2.0,5,10094760
chrompet,normalsale,1,house,allpub,paved,RM,19,1071,125,1.0,1.0,3,10223050
karapakkam,adjland,1,commercial,allpub,paved,I,7,1525,27,2.0,2.0,4,12420250
anna nagar,family,0,commercial,allpub,gravel,RH,19,1949,51,2.0,1.0,5,21140330
karapakkam,normalsale,1,house,nosewr,gravel,A,49,1009,148,1.0,1.0,3,5272250
kk nagar,abnormal,1,other,allpub,gravel,RM,15,1984,6,3.0,2.0,5,13338780
karapakkam,adjland,0,other,elo,paved,C,50,732,56,1.0,1.0,2,3974000
adyar,family,1,other,elo,paved,A,29,866,177,1.0,1.0,3,6666735
velachery,abnormal,1,commercial,nosewr,gravel,RM,36,1901,180,3.0,2.0,5,17657420
karapakkam,abnormal,0,house,nosewr,paved,A,10,1226,168,1.0,1.0,3,5100500
kk nagar,adjland,0,other,nosewr,paved,RL,21,2244,98,4.0,2.0,6,12356100
chrompet,normalsale,1,commercial,elo,gravel,RL,29,1029,178,1.0,1.0,3,13376150
karapakkam,normalsale,0,house,nosewr,paved,I,42,1671,81,2.0,2.0,4,6843000
karapakkam,abnormal,1,other,elo,gravel,A,41,529,6,1.0,1.0,2,4168625
kk nagar,partial,1,other,nosewr,paved,RM,18,1707,101,2.0,1.0,4,11187900
karapakkam,partial,0,house,nosewr,gravel,RL,34,737,32,1.0,1.0,2,6030000
adyar,family,0,commercial,elo,noaccess,RH,8,931,195,1.0,1.0,3,10617420
velachery,adjland,0,other,elo,paved,RM,41,1820,46,3.0,2.0,5,11180570
t nagar,abnormal,0,other,nosewr,gravel,RL,29,1868,160,2.0,1.0,5,14333470
velachery,family,0,commercial,allpub,noaccess,RM,54,1574,111,2.0,1.0,4,13113330
karapakkam,adjland,1,other,nosewr,noaccess,A,48,1572,152,2.0,2.0,4,6714500
karapakkam,abnormal,1,house,allpub,gravel,RL,20,1414,43,2.0,2.0,4,9491000
karapakkam,family,0,house,nosewr,noaccess,C,18,1449,46,2.0,2.0,4,5464000
velachery,normalsale,1,commercial,nosewr,paved,RL,32,1841,8,3.0,2.0,5,16315140
karapakkam,normalsale,1,house,elo,gravel,RL,31,1502,114,2.0,2.0,4,9328250
t nagar,family,1,other,nosewr,paved,RH,29,1618,98,1.0,1.0,4,12611320
anna nagar,family,0,house,nosewr,gravel,RL,34,1750,124,1.0,1.0,4,11997230
karapakkam,normalsale,1,commercial,allpub,paved,C,22,1201,34,1.0,1.0,3,9505500
karapakkam,adjland,0,house,elo,noaccess,I,40,1239,166,1.0,1.0,3,5281500
karapakkam,normalsale,0,other,nosewr,gravel,I,23,671,22,1.0,1.0,2,5171375
anna nagar,family,0,house,nosewr,noaccess,RH,34,1911,9,2.0,1.0,5,11121130
karapakkam,family,0,commercial,nosewr,noaccess,A,25,927,35,1.0,1.0,3,5644750
karapakkam,abnormal,1,house,allpub,gravel,RM,38,523,148,1.0,1.0,2,7390000
velachery,adjland,1,other,nosewr,gravel,A,30,1562,110,2.0,1.0,4,9154950
chrompet,family,0,commercial,nosewr,paved,RL,33,863,80,1.0,1.0,3,10491150
karapakkam,partial,0,commercial,allpub,gravel,I,26,787,115,1.0,1.0,2,7242500
chrompet,family,1,commercial,nosewr,gravel,RM,17,795,16,1.0,1.0,2,12313350
karapakkam,normalsale,0,commercial,elo,gravel,C,19,596,118,1.0,1.0,2,5766000
chrompet,partial,0,house,elo,paved,RH,22,835,165,1.0,1.0,3,6444500
karapakkam,abnormal,0,other,nosewr,gravel,C,21,1208,198,1.0,1.0,3,6377750
anna nagar,abnormal,1,commercial,nosewr,paved,RM,38,1887,172,2.0,1.0,5,21815360
t nagar,normalsale,1,other,nosewr,paved,RL,10,1697,19,1.0,1.0,4,14121610
anna nagar,abnormal,1,commercial,nosewr,paved,RM,13,1866,177,2.0,1.0,5,22149210
t nagar,family,1,house,nosewr,gravel,RL,19,1848,11,2.0,1.0,5,13921280
chrompet,family,0,house,nosewr,paved,RM,24,1224,27,2.0,1.0,4,9598800
t nagar,normalsale,0,other,elo,paved,RH,5,1924,158,2.0,1.0,5,13708870
chrompet,normalsale,0,house,nosewr,noaccess,RL,18,1232,186,2.0,1.0,4,8588100
t nagar,partial,0,other,allpub,paved,RH,9,1618,91,1.0,1.0,4,11918620
chrompet,abnormal,0,other,nosewr,noaccess,RM,33,1061,119,1.0,1.0,3,8660320
adyar,adjland,0,commercial,elo,gravel,C,11,951,180,1.0,1.0,3,11174665
kk nagar,abnormal,1,house,nosewr,gravel,RH,23,1945,72,3.0,2.0,5,10834460
kk nagar,adjland,1,house,nosewr,paved,RL,11,2456,53,4.0,2.0,6,12973020
t nagar,partial,1,commercial,elo,gravel,RL,8,1851,69,2.0,1.0,5,21660460
chrompet,normalsale,1,commercial,nosewr,noaccess,RL,4,1098,63,1.0,1.0,3,13404800
kk nagar,family,0,other,allpub,paved,RH,22,2097,39,3.0,2.0,5,10668780
chrompet,family,0,other,elo,paved,RM,7,1241,156,2.0,1.0,4,10454020
t nagar,normalsale,0,commercial,nosewr,paved,RM,22,1595,136,1.0,1.0,4,18673590
anna nagar,normalsale,1,house,nosewr,paved,RL,19,1858,18,2.0,1.0,5,13719580
velachery,normalsale,0,house,nosewr,gravel,RH,11,1812,39,3.0,2.0,5,10105720
adyar,abnormal,0,other,nosewr,paved,I,22,1121,186,1.0,1.0,3,8334330
karapakkam,adjland,1,other,nosewr,noaccess,RH,28,1320,133,1.0,1.0,3,7774000
karapakkam,partial,1,commercial,allpub,paved,RM,37,757,123,1.0,1.0,2,9094750
chrompet,adjland,1,commercial,nosewr,noaccess,RM,17,1022,170,1.0,1.0,3,13540150
adyar,abnormal,1,other,nosewr,paved,RL,36,1177,48,1.0,1.0,3,10525540
chrompet,normalsale,0,house,nosewr,paved,RM,15,898,20,1.0,1.0,3,8427650
karapakkam,normalsale,0,other,allpub,noaccess,RH,33,1301,40,1.0,1.0,3,6700125
anna nagar,family,1,other,allpub,noaccess,RL,35,1965,122,2.0,1.0,5,14411150
karapakkam,family,0,commercial,allpub,paved,RL,17,1277,190,1.0,1.0,3,10587750
chrompet,partial,0,commercial,nosewr,gravel,RL,31,1204,130,2.0,1.0,4,13676650
anna nagar,abnormal,0,house,elo,paved,RM,18,1635,118,1.0,1.0,4,12114410
kk nagar,partial,0,commercial,allpub,paved,RH,13,1464,67,2.0,1.0,4,12009660
chrompet,family,0,house,nosewr,noaccess,RL,14,709,156,1.0,1.0,2,6435300
adyar,normalsale,0,house,nosewr,gravel,RM,27,1238,108,2.0,2.0,4,10626305
kk nagar,partial,0,other,nosewr,paved,RL,16,2259,130,4.0,2.0,6,11874300
anna nagar,normalsale,1,commercial,allpub,noaccess,RL,18,1589,117,1.0,1.0,4,18676960
velachery,abnormal,1,house,nosewr,gravel,RH,26,1996,38,3.0,2.0,5,11307820
karapakkam,family,1,house,elo,noaccess,I,5,820,63,1.0,1.0,2,5435750
chrompet,partial,1,other,nosewr,gravel,RL,12,1082,97,1.0,1.0,3,10422340
adyar,partial,0,commercial,nosewr,paved,RM,36,1201,83,2.0,2.0,4,14203140
kk nagar,abnormal,1,house,nosewr,gravel,RL,6,2078,150,3.0,2.0,5,12142520
kk nagar,family,1,other,allpub,paved,RM,10,1997,135,3.0,2.0,5,12867540
velachery,abnormal,0,house,allpub,paved,I,41,1944,2,3.0,2.0,5,8836970
velachery,abnormal,0,commercial,allpub,noaccess,C,6,1907,16,3.0,2.0,5,13938520
anna nagar,partial,0,other,nosewr,paved,RL,15,1739,128,1.0,1.0,4,12739970
chrompet,abnormal,1,house,allpub,noaccess,RH,29,1057,33,1.0,1.0,3,8111350
karapakkam,abnormal,0,other,elo,gravel,C,40,1255,200,1.0,1.0,3,6020125
kk nagar,adjland,1,commercial,nosewr,gravel,RL,16,1505,70,2.0,1.0,4,14753320
chrompet,normalsale,1,house,nosewr,noaccess,RL,35,816,6,1.0,1.0,3,7375050
anna nagar,adjland,1,commercial,elo,paved,RH,18,1539,107,1.0,1.0,4,18200410
karapakkam,normalsale,1,commercial,nosewr,noaccess,A,38,1107,185,1.0,1.0,3,7350500
kk nagar,family,1,commercial,nosewr,gravel,RL,27,1438,27,2.0,1.0,4,13750340
velachery,adjland,1,other,nosewr,gravel,RM,11,1568,110,2.0,1.0,4,12415670
karapakkam,partial,1,other,nosewr,gravel,C,30,587,171,1.0,1.0,2,5185125
velachery,adjland,1,commercial,allpub,gravel,RL,34,1760,161,2.0,1.0,4,16616430
karapakkam,normalsale,0,other,nosewr,paved,I,37,1621,9,2.0,2.0,4,7580125
kk nagar,partial,1,other,nosewr,gravel,RM,13,1453,125,2.0,1.0,4,11003920
karapakkam,partial,1,commercial,allpub,paved,A,50,1459,126,2.0,2.0,4,9605500
kk nagar,family,0,other,nosewr,gravel,RL,11,1694,72,2.0,1.0,4,10390900
karapakkam,family,0,house,allpub,noaccess,RH,33,1207,145,1.0,1.0,3,5962250
velachery,normalsale,0,other,nosewr,paved,I,41,1573,4,2.0,1.0,4,8229420
anna nagar,adjland,0,house,elo,gravel,RH,44,1827,134,2.0,1.0,5,12184280
karapakkam,family,0,house,allpub,gravel,C,18,675,123,1.0,1.0,2,4642000
chrompet,abnormal,0,other,nosewr,paved,RL,4,902,120,1.0,1.0,3,8637740
anna nagar,adjland,1,commercial,nosewr,noaccess,RM,22,1545,45,1.0,1.0,4,19030440
chrompet,family,1,other,nosewr,paved,RH,12,1041,35,1.0,1.0,3,9197770
karapakkam,abnormal,0,other,nosewr,noaccess,RH,25,1470,99,2.0,2.0,4,7207000
karapakkam,abnormal,0,other,nosewr,gravel,RM,11,1403,51,2.0,2.0,4,9656875
chrompet,normalsale,0,other,allpub,paved,RL,31,1249,100,2.0,1.0,4,9833380
velachery,family,1,house,nosewr,paved,RH,52,1528,180,2.0,1.0,4,8643590
karapakkam,normalsale,1,other,nosewr,gravel,C,7,672,141,1.0,1.0,2,6032250
kk nagar,normalsale,0,other,nosewr,paved,RH,25,2397,175,4.0,2.0,6,11770840
chrompet,partial,0,other,elo,paved,RH,15,1232,29,2.0,1.0,4,8837090
chrompet,family,0,commercial,elo,noaccess,RM,31,737,79,1.0,1.0,2,9406050
t nagar,abnormal,0,house,elo,noaccess,RL,29,1854,29,2.0,1.0,5,11704830
anna nagar,abnormal,1,house,nosewr,paved,RM,5,1990,199,2.0,1.0,5,14927450
adyar,abnormal,0,other,allpub,gravel,C,15,1135,124,1.0,1.0,3,8699125
kk nagar,normalsale,1,house,nosewr,gravel,RH,25,2113,164,3.0,2.0,5,11365900
velachery,abnormal,1,commercial,elo,noaccess,RM,19,1884,199,3.0,2.0,5,16515880
kk nagar,adjland,0,other,allpub,paved,RL,8,2035,94,3.0,2.0,5,11899860
karapakkam,abnormal,1,other,allpub,gravel,C,30,1226,84,1.0,1.0,3,7406250
chrompet,partial,1,house,allpub,noaccess,RM,10,710,83,1.0,1.0,2,8062500
velachery,partial,0,house,nosewr,paved,A,30,1604,121,2.0,1.0,4,6334300
velachery,partial,1,house,allpub,gravel,I,15,1688,23,2.0,1.0,4,9648350
velachery,partial,0,commercial,nosewr,gravel,I,46,1779,48,2.0,1.0,4,13515920
chrompet,normalsale,1,house,nosewr,paved,RM,13,1019,40,1.0,1.0,3,9977950
chrompet,abnormal,1,house,allpub,paved,RM,23,1210,144,2.0,1.0,4,10746250
anna nagar,abnormal,1,house,elo,paved,RH,31,1970,97,2.0,1.0,5,13137420
chrompet,partial,1,commercial,elo,gravel,RM,9,812,51,1.0,1.0,3,12347950
karapakkam,abnormal,0,house,nosewr,gravel,C,39,695,152,1.0,1.0,2,4342750
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,35,713,168,1.0,1.0,2,8071050
anna nagar,partial,0,other,allpub,noaccess,RL,43,1813,169,2.0,1.0,5,12370550
velachery,partial,0,house,elo,paved,RL,18,1609,12,2.0,1.0,4,8755610
velachery,normalsale,0,house,nosewr,noaccess,RL,25,1721,31,2.0,1.0,4,8798650
karapakkam,adjland,1,other,elo,paved,C,7,552,49,1.0,1.0,2,5254250
kk nagar,family,1,other,allpub,gravel,RH,30,1883,97,3.0,2.0,5,11447860
anna nagar,normalsale,1,commercial,nosewr,noaccess,RM,21,1983,46,2.0,1.0,5,22519520
kk nagar,partial,1,other,allpub,gravel,RM,7,1472,106,2.0,1.0,4,11506980
adyar,family,1,other,nosewr,gravel,RM,27,604,105,1.0,1.0,2,9000305
anna nagar,family,0,other,nosewr,gravel,RM,13,1711,99,1.0,1.0,4,14106990
karapakkam,adjland,1,other,allpub,paved,I,22,785,173,1.0,1.0,2,6576375
chrompet,normalsale,1,commercial,nosewr,gravel,RM,21,1050,195,1.0,1.0,3,14414750
t nagar,partial,1,commercial,nosewr,gravel,RM,39,1543,71,1.0,1.0,4,19083430
chrompet,normalsale,0,other,elo,noaccess,RM,7,1082,151,1.0,1.0,3,9207590
chrompet,family,0,commercial,allpub,noaccess,RH,19,1066,120,1.0,1.0,3,11205450
karapakkam,family,0,house,allpub,noaccess,A,29,818,124,1.0,1.0,2,3029750
adyar,adjland,1,other,elo,gravel,RL,29,1151,104,1.0,1.0,3,11337335
karapakkam,normalsale,1,house,nosewr,noaccess,A,29,1227,95,1.0,1.0,3,4969250
t nagar,abnormal,1,other,nosewr,gravel,RH,19,1884,99,2.0,1.0,5,14844750
kk nagar,normalsale,1,other,allpub,gravel,RL,22,2497,197,4.0,2.0,6,14367780
kk nagar,abnormal,1,commercial,nosewr,gravel,RH,22,2328,58,4.0,2.0,6,18646240
velachery,partial,0,house,nosewr,paved,A,45,1837,78,3.0,2.0,5,7019200
